[N02-CD-PMMA-RT]
[Specimen: 1]
[Channel: 1]

[Calculated Data]

Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s],Voltage Ch1 [mV]
203,4.040000,-10.357900,-0.213976,15.705876,3.911825,214.001841
204,4.060000,-12.429481,-0.214867,15.784115,3.912057,213.931504
205,4.080000,-20.715801,-0.216164,15.862359,3.912307,213.650154
206,4.100000,-22.787381,-0.217866,15.940607,3.912573,213.579816
207,4.120000,-18.644221,-0.219487,16.018862,3.912836,213.720491
208,4.140000,-24.858961,-0.221189,16.097121,3.913102,213.509479
209,4.160000,-14.501061,-0.222730,16.175386,3.913362,213.861166
210,4.180000,-16.572641,-0.223946,16.253655,3.913608,213.790829
211,4.200000,-20.715801,-0.225405,16.331930,3.913865,213.650154
212,4.220000,-8.286320,-0.226540,16.410210,3.914107,214.072179
213,4.240000,-16.572641,-0.227513,16.488494,3.914344,213.790829
214,4.260000,-20.715801,-0.228973,16.566784,3.914600,213.650154
215,4.280000,-10.357900,-0.230189,16.645078,3.914846,214.001841
216,4.300000,-12.429481,-0.231081,16.723377,3.915079,213.931504
217,4.320000,-20.715801,-0.232379,16.801681,3.915329,213.650154
218,4.340000,-14.501061,-0.233758,16.879991,3.915582,213.861166
219,4.360000,-6.214740,-0.234569,16.958304,3.915811,214.142516
220,4.380000,-14.501061,-0.235380,17.036623,3.916041,213.861166
221,4.400000,-14.501061,-0.236516,17.114946,3.916283,213.861166
222,4.420000,-6.214740,-0.237327,17.193274,3.916513,214.142516
223,4.440000,-22.787381,-0.238463,17.271607,3.916756,213.579816
224,4.460000,-8.286320,-0.239681,17.349944,3.917002,214.072179
225,4.480000,-18.644221,-0.240735,17.428287,3.917242,213.720491
226,4.500000,-20.715801,-0.242277,17.506634,3.917501,213.650154
227,4.520000,-20.715801,-0.243900,17.584987,3.917764,213.650154
228,4.540000,-20.715801,-0.245524,17.663345,3.918027,213.650154
229,4.560000,-10.357900,-0.246741,17.741708,3.918273,214.001841
230,4.580000,-16.572641,-0.247796,17.820076,3.918513,213.790829
231,4.600000,-16.572641,-0.249095,17.898449,3.918763,213.790829
232,4.620000,-22.787381,-0.250638,17.976826,3.919022,213.579816
233,4.640000,-18.644221,-0.252262,18.055209,3.919285,213.720491
234,4.660000,-10.357900,-0.253398,18.133598,3.919528,214.001841
235,4.680000,-18.644221,-0.254535,18.211991,3.919771,213.720491
236,4.700000,-14.501061,-0.255834,18.290388,3.920020,213.861166
237,4.720000,-12.429481,-0.256890,18.368791,3.920260,213.931504
238,4.740000,-10.357900,-0.257783,18.447199,3.920493,214.001841
239,4.760000,-16.572641,-0.258839,18.525611,3.920732,213.790829
240,4.780000,-14.501061,-0.260058,18.604028,3.920979,213.861166
241,4.800000,-16.572641,-0.261276,18.682450,3.921225,213.790829
242,4.820000,-14.501061,-0.262494,18.760877,3.921471,213.861166
243,4.840000,-18.644221,-0.263794,18.839309,3.921721,213.720491
244,4.860000,-0.000000,-0.264525,18.917746,3.921947,214.353529
245,4.880000,-14.501061,-0.265094,18.996187,3.922166,213.861166
246,4.900000,-16.572641,-0.266313,19.074633,3.922413,213.790829
247,4.920000,-10.357900,-0.267369,19.153083,3.922652,214.001841
248,4.940000,-0.000000,-0.267776,19.231538,3.922865,214.353529
249,4.960000,-22.787381,-0.268670,19.309998,3.923098,213.579816
250,4.980000,-14.501061,-0.270133,19.388463,3.923354,213.861166
251,5.000000,-2.071580,-0.270783,19.466932,3.923577,214.283191
252,5.020000,-12.429481,-0.271352,19.545406,3.923797,213.931504
253,5.040000,-20.715801,-0.272652,19.623884,3.924046,213.650154
254,5.060000,-18.644221,-0.274197,19.702368,3.924306,213.720491
255,5.080000,-16.572641,-0.275579,19.780856,3.924559,213.790829
256,5.100000,136.724281,-0.270864,19.859347,3.924561,218.995804
257,5.120000,151.225341,-0.259563,19.937836,3.924293,219.488166
258,5.140000,165.726402,-0.247126,20.016319,3.923978,219.980529
259,5.160000,130.509541,-0.235502,20.094795,3.923696,218.784791
260,5.180000,184.370622,-0.223147,20.173266,3.923385,220.613566
261,5.200000,151.225341,-0.209981,20.251731,3.923040,219.488166
262,5.220000,178.155882,-0.197060,20.330188,3.922705,220.402554
263,5.240000,161.583242,-0.183734,20.408639,3.922353,219.839854
264,5.260000,155.368502,-0.171302,20.487082,3.922038,219.628841
265,5.280000,149.153761,-0.159359,20.565520,3.921743,219.417829
266,5.300000,111.865321,-0.149123,20.643953,3.921519,218.151754
267,5.320000,130.509541,-0.139618,20.722381,3.921324,218.784791
268,5.340000,78.720041,-0.131414,20.800806,3.921183,217.026354
269,5.360000,138.795861,-0.122885,20.879229,3.921028,219.066141
270,5.380000,130.509541,-0.112326,20.957647,3.920790,218.784791
