[N02-AB-1045HR-0C]
[Specimen: 1]
[Channel: 1]

[Calculated Data]

Point ID,Time [ms],Force [N],Energy [J],Displacement [mm],Velocity [m/s],Voltage Ch1 [mV]
290,0.578000,-3823.439115,9.790690,2.099852,3.576326,-33.507808
291,0.580000,-4733.643726,9.760083,2.107006,3.577016,-41.275583
292,0.582000,-5585.873521,9.723166,2.114160,3.577845,-48.548596
293,0.584000,-6284.470054,9.680690,2.121317,3.578796,-54.510487
294,0.586000,-6794.648435,9.633875,2.128476,3.579841,-58.864399
295,0.588000,-7142.497331,9.583974,2.135636,3.580954,-61.832976
296,0.590000,-7359.902891,9.532033,2.142800,3.582111,-63.688336
297,0.592000,-7394.687780,9.479172,2.149965,3.583288,-63.985194
298,0.594000,-7296.130593,9.426522,2.157133,3.584459,-63.144097
299,0.596000,-6985.965327,9.375320,2.164303,3.585599,-60.497117
300,0.598000,-6461.293243,9.327097,2.171475,3.586673,-56.019514
301,0.600000,-5751.101747,9.283290,2.178649,3.587651,-49.958670
302,0.602000,-4895.973211,9.245087,2.185825,3.588505,-42.660919
303,0.604000,-4006.059785,9.213140,2.193003,3.589223,-35.066311
304,0.606000,-3075.563989,9.187720,2.200182,3.589798,-27.125368
305,0.608000,-2098.688339,9.169145,2.207362,3.590223,-18.788616
306,0.610000,-1081.230319,9.157728,2.214543,3.590492,-10.105529
307,0.612000,-75.367261,9.153575,2.221724,3.590603,-1.521395
308,0.614000,863.824758,9.156406,2.228905,3.590561,6.493761
309,0.616000,1687.067145,9.165565,2.236086,3.590380,13.519392
310,0.618000,2397.258641,9.180229,2.243267,3.590079,19.580236
311,0.620000,2953.816874,9.199438,2.250446,3.589679,24.329959
312,0.622000,3400.222958,9.222245,2.257625,3.589201,28.139632
313,0.624000,3791.552965,9.248056,2.264803,3.588656,31.479281
314,0.626000,4064.034601,9.276245,2.271980,3.588060,33.804666
315,0.628000,4191.579196,9.305864,2.279155,3.587432,34.893144
316,0.630000,4188.680455,9.335925,2.286330,3.586794,34.868406
317,0.632000,4069.832082,9.365544,2.293503,3.586166,33.854142
318,0.634000,3797.350447,9.393754,2.300674,3.585569,31.528757
319,0.636000,3397.324217,9.419550,2.307845,3.585024,28.114894
320,0.638000,2869.753391,9.442016,2.315014,3.584552,23.612553
321,0.640000,2165.359377,9.460064,2.322183,3.584177,17.601185
322,0.642000,1345.015731,9.472645,2.329351,3.583921,10.600292
323,0.644000,431.912379,9.479013,2.336519,3.583802,2.807779
324,0.646000,-504.380900,9.478754,2.343687,3.583827,-5.182640
325,0.648000,-1400.091807,9.471928,2.350854,3.583996,-12.826725
326,0.650000,-2249.422861,9.458848,2.358023,3.584302,-20.074999
327,0.652000,-2979.905542,9.440103,2.365192,3.584731,-26.309010
328,0.654000,-3635.020963,9.416388,2.372362,3.585270,-31.899829
329,0.656000,-4258.250235,9.388086,2.379533,3.585909,-37.218529
330,0.658000,-4837.998395,9.355464,2.386705,3.586642,-42.166156
331,0.660000,-5307.594404,9.319071,2.393880,3.587457,-46.173735
332,0.662000,-5626.455892,9.279841,2.401055,3.588334,-48.894930
333,0.664000,-5782.987896,9.238895,2.408233,3.589248,-50.230789
334,0.666000,-5800.380340,9.197314,2.415412,3.590176,-50.379218
335,0.668000,-5710.519376,9.155982,2.422594,3.591099,-49.612336
336,0.670000,-5484.417593,9.115775,2.429777,3.591996,-47.682761
337,0.672000,-5180.049809,9.077464,2.436962,3.592852,-45.085257
338,0.674000,-4797.416024,9.041613,2.444148,3.593654,-41.819822
339,0.676000,-4266.946457,9.009035,2.451336,3.594385,-37.292743
340,0.678000,-3594.438592,8.980776,2.458526,3.595021,-31.553495
341,0.680000,-2869.753392,8.957536,2.465716,3.595548,-25.368961
342,0.682000,-2116.080784,8.939608,2.472908,3.595958,-18.937045
343,0.684000,-1321.825805,8.927245,2.480100,3.596247,-12.158795
344,0.686000,-513.077122,8.920646,2.487292,3.596411,-5.256854
345,0.688000,286.975339,8.919833,2.494485,3.596448,1.570872
346,0.690000,950.786982,8.924285,2.501678,3.596371,7.235905
347,0.692000,1478.357807,8.933020,2.508871,3.596200,11.738246
348,0.694000,1924.763891,8.945258,2.516063,3.595953,15.547920
349,0.696000,2292.903972,8.960424,2.523254,3.595642,18.689663
350,0.698000,2600.170497,8.978017,2.530445,3.595277,21.311906
351,0.700000,2936.424430,8.997921,2.537636,3.594863,24.181530
352,0.702000,3249.488436,9.020157,2.544825,3.594397,26.853249
353,0.704000,3579.944887,9.044703,2.552013,3.593881,29.673397
354,0.706000,3837.932818,9.071360,2.559200,3.593319,31.875091
355,0.708000,3971.274895,9.099419,2.566386,3.592726,33.013045
356,0.710000,3974.173636,9.127962,2.573571,3.592123,33.037783
357,0.712000,3846.629041,9.156053,2.580755,3.591529,31.949305
358,0.714000,3652.413407,9.182984,2.587937,3.590961,30.291850
359,0.716000,3374.134290,9.208214,2.595119,3.590429,27.916989
360,0.718000,2927.728207,9.230839,2.602299,3.589955,24.107316
361,0.720000,2368.271233,9.249851,2.609479,3.589559,19.332855
362,0.722000,1750.839443,9.264636,2.616657,3.589255,14.063631
363,0.724000,1101.521503,9.274874,2.623836,3.589051,8.522289
364,0.726000,449.304824,9.280440,2.631014,3.588949,2.956207
365,0.728000,-173.924448,9.281428,2.638192,3.588947,-2.362492
366,0.730000,-704.394015,9.278276,2.645370,3.589036,-6.889571
367,0.732000,-1205.876173,9.271419,2.652548,3.589205,-11.169269
368,0.734000,-1724.750776,9.260900,2.659727,3.589455,-15.597396
369,0.736000,-2226.232934,9.246718,2.666906,3.589784,-19.877094
370,0.738000,-2585.676794,9.229443,2.674086,3.590181,-22.944623
371,0.740000,-2791.487390,9.210137,2.681267,3.590622,-24.701031
372,0.742000,-2829.171021,9.189954,2.688448,3.591083,-25.022627
373,0.744000,-2776.993686,9.169820,2.695631,3.591542,-24.577340
374,0.746000,-2634.955387,9.150382,2.702814,3.591986,-23.365171
375,0.748000,-2362.473752,9.132430,2.709999,3.592398,-21.039786
376,0.750000,-1985.637448,9.116809,2.717184,3.592758,-17.823828
377,0.752000,-1495.750253,9.104301,2.724370,3.593051,-13.643083
378,0.754000,-823.242387,9.095969,2.731556,3.593252,-7.903835
379,0.756000,-11.594964,9.092969,2.738743,3.593338,-0.977156
380,0.758000,860.926017,9.096021,2.745929,3.593291,6.469023
